Portal,Rol_Buscado,Codigo,Nombre Oferta,Empresa,Ubicacion,Salario,Modalidad,Fecha Publicacion,Descripcion,Requisitos,URL,Nivel_Educacion,Anios_Experiencia,Conocimientos_Explicitos,Idiomas,Habilidades_Tecnicas,Total_Habilidades_Detectadas,Moneda_Original,Tipo_Mercado,Salario_COP,Salario_Millones,Seniority,Nivel_Educativo_Ordinal,Skill_Python,Skill_R,Skill_SQL,Skill_Scala,Skill_Java / C++,Skill_Power BI,Skill_Tableau,Skill_Excel Avanzado,Skill_Looker,Skill_Qlik,Skill_Spark / PySpark,Skill_Databricks,Skill_Hadoop / Hive,Skill_Kafka,Skill_AWS,Skill_Azure,Skill_Google Cloud (GCP),Skill_Machine Learning General,Skill_Deep Learning,Skill_NLP / LLMs,Skill_Computer Vision,Skill_Scikit-Learn,Skill_TensorFlow / Keras,Skill_PyTorch,Skill_Estadística / Modelamiento,Skill_ETL / Pipelines de Datos,Skill_Airflow,Skill_Docker / Kubernetes,Skill_Git / Control de Versiones,Skill_Bases de Datos NoSQL,Skill_MLOps
Torre.ai,cientifico-de-datos,ed8pp3ed,"Research Staff, Data Science",Deepgram,United States,USD 150.000 a 220.000 (yearly),Remoto,Reciente,You will pioneer the future of voice AI by building scalable data foundations for foundation models.,Data acquisition | Data preparation | Data science | DataOps | Deep learning | Language processing | Mechanical engineering | Model building | Physics | PyTorch | Python | Signal processing | Statistical analysis,https://torre.ai/jobs/deepgram-research-staff-data-science-1,No especificado,,,No especificado,"Python, Deep Learning, PyTorch",3,USD,Mercado Internacional (Remoto - USD),61666666.666666664,61.666666666666664,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,NrJOOxYW,"Director, Client Data Science",Foodsmart,United States,USD 190.000 a 220.000 (yearly),Remoto,Reciente,You'll scale clinical impact by automating data infrastructure for health equity.,Analytics | Artificial intelligence (AI) | Business intelligence (BI) | Data build tool (dbt) | Data science | Python | SQL,https://torre.ai/jobs/foodsmart-director-client-data-science,No especificado,,,No especificado,"Python, SQL, ETL / Pipelines de Datos",3,USD,Mercado Internacional (Remoto - USD),68333333.33333333,68.33333333333333,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,VWMqMEBW,Machine Learning Engineer (Remote),StackAdapt,United Kingdom,A convenir / No especificado,Remoto,Reciente,You will engineer high-impact machine learning models to optimize global advertising at scale.,Concurrency | Data pipelines | Data structures | Machine learning | Microservices | Python | Software design,https://torre.ai/jobs/stackadapt-machine-learning-engineer-remote,No especificado,,,No especificado,"Python, Machine Learning General, ETL / Pipelines de Datos",3,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,JWO8VZ6w,Machine Learning Engineer,AI Talent Hunt,"Canadá, USA",USD 175.000 a 220.000 (yearly),Remoto,Reciente,You will engineer scalable ML systems to secure global transactions through real-time detection.,Backend engineering | Computer science | Data pipelines | Data processing | Fraud detection | Go | MLOps | Machine learning | Python | SQL | Software engineering,https://torre.ai/jobs/ai-talent-hunt-machine-learning-engineer,No especificado,,,No especificado,"Python, SQL, Machine Learning General, ETL / Pipelines de Datos, MLOps",5,USD,Mercado Internacional (Remoto - USD),65833333.33333333,65.83333333333333,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Torre.ai,cientifico-de-datos,Qwe1BDYw,Staff Machine Learning Engineer,SurveyMonkey,Italy,A convenir / No especificado,Remoto,Reciente,You will architect enterprise-scale AI systems to transform how global teams derive insights.,AWS | Amazon Athena | Amazon Elastic Kubernetes Service (Amazon EKS) | Amazon SageMaker | Apache Kafka | CI/CD | Data science | Exploratory data analysis | Large language model (LLM) | Machine learning | Model evaluation | Natural language processing (NLP) | Prompt engineering | Retrieval-augmented generation (RAG) | Software architecture | Software as a service (SaaS) | Statistical analysis | Statistical modeling,https://torre.ai/jobs/surveymonkey-staff-machine-learning-engineer,No especificado,,,No especificado,"Kafka, AWS, Machine Learning General, NLP / LLMs, Docker / Kubernetes",5,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Torre.ai,cientifico-de-datos,kWRgx57w,"Staff, Analytics Engineer, GTM Data Science & Analytics",Twilio,United States,USD 155.520 a 194.400 (yearly),Remoto,Reciente,You will drive strategic data integrity by architecting robust analytics layers for global scale.,Analytics engineering | Business intelligence (BI) | CI/CD | Data Observability | Data build tool (dbt) | Data engineering | Data modeling | Data pipelines | Data quality | SQL | Testing frameworks,https://torre.ai/jobs/twilio-staff-analytics-engineer-gtm-data-science-analytics,No especificado,,,No especificado,"SQL, ETL / Pipelines de Datos",2,USD,Mercado Internacional (Remoto - USD),58320000.0,58.32,No especificado,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,ZWXzxx1d,"Research Engineer, Machine Learning Systems",Deepgram,United States,USD 150.000 a 250.000 (yearly),Remoto,Reciente,"You'll pioneer new audio AI paradigms, scaling speech technologies to enable universal human interaction.",Dashboards | Data engineering | Docker | Internal tools | Kubernetes | MLflow | Machine learning | Prefect,https://torre.ai/jobs/deepgram-research-engineer-machine-learning-systems,No especificado,,,No especificado,"Machine Learning General, Docker / Kubernetes, MLOps",3,USD,Mercado Internacional (Remoto - USD),66666666.66666667,66.66666666666667,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Torre.ai,cientifico-de-datos,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You'll drive innovation by deploying scalable machine learning models into production systems.,Data pipelines | Docker | Google Cloud Platform (GCP) | Kubernetes | MLOps | MLflow | Machine learning | Microsoft Azure | PyTorch | Python | SQL | Spark | TensorFlow,https://torre.ai/jobs/devups-ai-machine-learning-engineer,No especificado,,,No especificado,"Python, SQL, Spark / PySpark, Azure, Google Cloud (GCP), Machine Learning General, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos, Docker / Kubernetes, MLOps",11,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
Torre.ai,cientifico-de-datos,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,A convenir / No especificado,Remoto,Reciente,"Diseñarás e implementarás arquitecturas ML escalables en GCP, optimizando modelos y pipelines de datos.",Aprendizaje automático | Bases de datos NoSQL | Computer vision | Dataflow | Docker | Google Kubernetes Engine (GKE) | Kubeflow | Kubernetes | MLOps | Natural language processing (NLP) | PyTorch | Python | SQL | TensorFlow | Terraform | Vertex AI | scikit-learn,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified,No especificado,,,No especificado,"Python, SQL, Google Cloud (GCP), Machine Learning General, NLP / LLMs, Computer Vision, Scikit-Learn, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos, Docker / Kubernetes, Bases de Datos NoSQL, MLOps",13,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Torre.ai,cientifico-de-datos,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will scale global knowledge sharing by optimizing advanced machine learning ad systems.,Calibration | Machine learning | PyTorch | Python | Software development | TensorFlow,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads,No especificado,,,No especificado,"Python, Machine Learning General, TensorFlow / Keras, PyTorch",4,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,KWN18x8r,Senior Data Science Evaluation Specialist (5+ Yrs Exp),Mercor,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will shape the future of AI by benchmarking performance on complex data science tasks.,A/B testing | Data science | Python | SQL,https://torre.ai/jobs/mercor-senior-data-science-evaluation-specialist-5-yrs-exp,No especificado,,,No especificado,"Python, SQL",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,A convenir / No especificado,Remoto,Reciente,You will transform clinical outcomes by scaling advanced machine learning research.,Computer vision | Large language model (LLM) | Machine learning | Natural language processing (NLP) | PyTorch,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai,No especificado,,,No especificado,"Machine Learning General, NLP / LLMs, Computer Vision, PyTorch",4,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will transform real-time voice experiences by building scalable AI-powered systems.,Benchmarking | Data pipelines | Error analysis | Generative artificial intelligence (Generative AI) | Hugging Face | Machine learning | Model evaluation | Natural language processing (NLP) | Observability | PyTorch | Quality improvement | Reliability engineering | Speech recognition | TensorFlow,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience,No especificado,,,No especificado,"Machine Learning General, NLP / LLMs, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos",5,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,lr418D3W,Senior Machine Learning Engineer,Solidgate,Ukraine,A convenir / No especificado,Remoto,Reciente,You will build the future of global payments by architecting core ML systems from the ground up.,A/B testing | Machine learning | Python,https://torre.ai/jobs/solidgate-senior-machine-learning-engineer,No especificado,,,No especificado,"Python, Machine Learning General",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,VdLOPLBw,Head of Machine Learning,Solidgate,Ukraine,A convenir / No especificado,Remoto,Reciente,You will architect the future of global payments by building our foundational ML infrastructure.,A/B testing | MLOps | Machine learning | Software architecture,https://torre.ai/jobs/solidgate-head-of-machine-learning,No especificado,,,No especificado,"Machine Learning General, MLOps",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Torre.ai,cientifico-de-datos,Yd6pl4OW,"Senior Technical Program Manager, Machine Learning Infrastructure",Cohere,Canada,A convenir / No especificado,Remoto,Reciente,You will scale frontier AI infrastructure by leading complex cross-functional programs.,Efficiency | Machine learning infrastructure | Program management | Serving,https://torre.ai/jobs/cohere-senior-technical-program-manager-machine-learning-infrastructure,No especificado,,,No especificado,Machine Learning General,1,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,lr4p0ZLr,Machine Learning Intern/Co-Op (Winter 2027),Cohere,"Canada, United States",A convenir / No especificado,Remoto,Reciente,You will advance frontier AI capabilities by training and deploying large-scale foundation models.,Compute Unified Device Architecture (CUDA) | Machine learning | Multi-Level Intermediate Representation (MLIR) | Python | TensorFlow,https://torre.ai/jobs/cohere-machine-learning-internco-op-winter-2027,No especificado,,,No especificado,"Python, Machine Learning General, TensorFlow / Keras",3,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,2W1pN3nr,"Data Annotation Specialist, Data Science",Cohere,Canada,CAD 40 (hourly),Remoto,Reciente,You will advance enterprise AI capabilities by evaluating and refining complex model logic.,Code review | Data analysis | Data visualization | HTML | JSON | Markdown | Matplotlib | NumPy | Pandas | Python | SQL | SQLite | XML | YAML Ain't Markup Language (YAML),https://torre.ai/jobs/cohere-data-annotation-specialist-data-science,No especificado,,,No especificado,"Python, SQL",2,CAD,Mercado Internacional (Remoto - USD),18560000.0,18.56,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,arQjp34W,"Staff Machine Learning Engineer, Gen AI | Voice & Speech",Weave,United States,A convenir / No especificado,Remoto,Reciente,You'll architect scalable voice AI solutions to transform patient communication in healthcare.,AWS | Cloud-Native Infrastructure | GCP | Generative artificial intelligence (Generative AI) | Infrastructure as code (IaC) | Kubernetes | Large language model (LLM) | MLOps | Machine learning | PostgreSQL | Prompt engineering | Redis | Retrieval-augmented generation (RAG) | Systems design,https://torre.ai/jobs/weave-staff-machine-learning-engineer-gen-ai-voice-speech,No especificado,,,No especificado,"SQL, AWS, Google Cloud (GCP), Machine Learning General, NLP / LLMs, Docker / Kubernetes, Bases de Datos NoSQL, MLOps",8,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
Torre.ai,cientifico-de-datos,qdP9DRbr,Senior Machine Learning Engineer (Remote - LATAM Based),Arionkoder,"Colombia, Argentina",A convenir / No especificado,Remoto,Reciente,You will build scalable AI systems that drive real business outcomes through advanced engineering.,AWS infrastructure | Agile methodologies | CI/CD | Computer vision | Deep learning | Git | LangChain | MLOps | MLflow | Optical character recognition (OCR) | Predictive modelling | Prompt engineering | Python | Streamlit | Test-driven development | Time series analysis,https://torre.ai/jobs/arionkoder-sr-machine-learning-engineer-remote-latam-based,No especificado,,,No especificado,"Python, AWS, Machine Learning General, Deep Learning, Computer Vision, Git / Control de Versiones, MLOps",7,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
Torre.ai,cientifico-de-datos,ed8pp3ed,"Research Staff, Data Science",Deepgram,United States,USD 150.000 a 220.000 (yearly),Remoto,Reciente,You will pioneer the future of voice AI by building scalable data foundations for foundation models.,Data acquisition | Data preparation | Data science | DataOps | Deep learning | Language processing | Mechanical engineering | Model building | Physics | PyTorch | Python | Signal processing | Statistical analysis,https://torre.ai/jobs/deepgram-research-staff-data-science-1,No especificado,,,No especificado,"Python, Deep Learning, PyTorch",3,USD,Mercado Internacional (Remoto - USD),61666666.666666664,61.666666666666664,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,NrJOOxYW,"Director, Client Data Science",Foodsmart,United States,USD 190.000 a 220.000 (yearly),Remoto,Reciente,You'll scale clinical impact by automating data infrastructure for health equity.,Analytics | Artificial intelligence (AI) | Business intelligence (BI) | Data build tool (dbt) | Data science | Python | SQL,https://torre.ai/jobs/foodsmart-director-client-data-science,No especificado,,,No especificado,"Python, SQL, ETL / Pipelines de Datos",3,USD,Mercado Internacional (Remoto - USD),68333333.33333333,68.33333333333333,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,VWMqMEBW,Machine Learning Engineer (Remote),StackAdapt,United Kingdom,A convenir / No especificado,Remoto,Reciente,You will engineer high-impact machine learning models to optimize global advertising at scale.,Concurrency | Data pipelines | Data structures | Machine learning | Microservices | Python | Software design,https://torre.ai/jobs/stackadapt-machine-learning-engineer-remote,No especificado,,,No especificado,"Python, Machine Learning General, ETL / Pipelines de Datos",3,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,JWO8VZ6w,Machine Learning Engineer,AI Talent Hunt,"Canadá, USA",USD 175.000 a 220.000 (yearly),Remoto,Reciente,You will engineer scalable ML systems to secure global transactions through real-time detection.,Backend engineering | Computer science | Data pipelines | Data processing | Fraud detection | Go | MLOps | Machine learning | Python | SQL | Software engineering,https://torre.ai/jobs/ai-talent-hunt-machine-learning-engineer,No especificado,,,No especificado,"Python, SQL, Machine Learning General, ETL / Pipelines de Datos, MLOps",5,USD,Mercado Internacional (Remoto - USD),65833333.33333333,65.83333333333333,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
Torre.ai,cientifico-de-datos,Qwe1BDYw,Staff Machine Learning Engineer,SurveyMonkey,Italy,A convenir / No especificado,Remoto,Reciente,You will architect enterprise-scale AI systems to transform how global teams derive insights.,AWS | Amazon Athena | Amazon Elastic Kubernetes Service (Amazon EKS) | Amazon SageMaker | Apache Kafka | CI/CD | Data science | Exploratory data analysis | Large language model (LLM) | Machine learning | Model evaluation | Natural language processing (NLP) | Prompt engineering | Retrieval-augmented generation (RAG) | Software architecture | Software as a service (SaaS) | Statistical analysis | Statistical modeling,https://torre.ai/jobs/surveymonkey-staff-machine-learning-engineer,No especificado,,,No especificado,"Kafka, AWS, Machine Learning General, NLP / LLMs, Docker / Kubernetes",5,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
Torre.ai,cientifico-de-datos,kWRgx57w,"Staff, Analytics Engineer, GTM Data Science & Analytics",Twilio,United States,USD 155.520 a 194.400 (yearly),Remoto,Reciente,You will drive strategic data integrity by architecting robust analytics layers for global scale.,Analytics engineering | Business intelligence (BI) | CI/CD | Data Observability | Data build tool (dbt) | Data engineering | Data modeling | Data pipelines | Data quality | SQL | Testing frameworks,https://torre.ai/jobs/twilio-staff-analytics-engineer-gtm-data-science-analytics,No especificado,,,No especificado,"SQL, ETL / Pipelines de Datos",2,USD,Mercado Internacional (Remoto - USD),58320000.0,58.32,No especificado,2.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,ZWXzxx1d,"Research Engineer, Machine Learning Systems",Deepgram,United States,USD 150.000 a 250.000 (yearly),Remoto,Reciente,"You'll pioneer new audio AI paradigms, scaling speech technologies to enable universal human interaction.",Dashboards | Data engineering | Docker | Internal tools | Kubernetes | MLflow | Machine learning | Prefect,https://torre.ai/jobs/deepgram-research-engineer-machine-learning-systems,No especificado,,,No especificado,"Machine Learning General, Docker / Kubernetes, MLOps",3,USD,Mercado Internacional (Remoto - USD),66666666.66666667,66.66666666666667,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
Torre.ai,cientifico-de-datos,lWgD7ayw,AI / Machine Learning Engineer,DevUps,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You'll drive innovation by deploying scalable machine learning models into production systems.,Data pipelines | Docker | Google Cloud Platform (GCP) | Kubernetes | MLOps | MLflow | Machine learning | Microsoft Azure | PyTorch | Python | SQL | Spark | TensorFlow,https://torre.ai/jobs/devups-ai-machine-learning-engineer,No especificado,,,No especificado,"Python, SQL, Spark / PySpark, Azure, Google Cloud (GCP), Machine Learning General, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos, Docker / Kubernetes, MLOps",11,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1
Torre.ai,cientifico-de-datos,ZW57GXpd,Machine Learning Engineer (GCP Certified),DevUps,Global / Remoto,A convenir / No especificado,Remoto,Reciente,"Diseñarás e implementarás arquitecturas ML escalables en GCP, optimizando modelos y pipelines de datos.",Aprendizaje automático | Bases de datos NoSQL | Computer vision | Dataflow | Docker | Google Kubernetes Engine (GKE) | Kubeflow | Kubernetes | MLOps | Natural language processing (NLP) | PyTorch | Python | SQL | TensorFlow | Terraform | Vertex AI | scikit-learn,https://torre.ai/jobs/devups-machine-learning-engineer-gcp-certified,No especificado,,,No especificado,"Python, SQL, Google Cloud (GCP), Machine Learning General, NLP / LLMs, Computer Vision, Scikit-Learn, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos, Docker / Kubernetes, Bases de Datos NoSQL, MLOps",13,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
Torre.ai,cientifico-de-datos,OwGo7A6w,"Senior Machine Learning Engineer, Ads",Quora,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will scale global knowledge sharing by optimizing advanced machine learning ad systems.,Calibration | Machine learning | PyTorch | Python | Software development | TensorFlow,https://torre.ai/jobs/quora-senior-machine-learning-engineer-ads,No especificado,,,No especificado,"Python, Machine Learning General, TensorFlow / Keras, PyTorch",4,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,KWN18x8r,Senior Data Science Evaluation Specialist (5+ Yrs Exp),Mercor,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will shape the future of AI by benchmarking performance on complex data science tasks.,A/B testing | Data science | Python | SQL,https://torre.ai/jobs/mercor-senior-data-science-evaluation-specialist-5-yrs-exp,No especificado,,,No especificado,"Python, SQL",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,qdPDK3Ad,"Staff Machine Learning Research Scientist (NLP, Clinical AI)",Rad AI,United States,A convenir / No especificado,Remoto,Reciente,You will transform clinical outcomes by scaling advanced machine learning research.,Computer vision | Large language model (LLM) | Machine learning | Natural language processing (NLP) | PyTorch,https://torre.ai/jobs/rad-ai-staff-machine-learning-research-scientist-nlp-clinical-ai,No especificado,,,No especificado,"Machine Learning General, NLP / LLMs, Computer Vision, PyTorch",4,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,VdLOxJ5w,Senior Machine Learning Engineer (ASR) - Voice Experience,Cresta,Global / Remoto,A convenir / No especificado,Remoto,Reciente,You will transform real-time voice experiences by building scalable AI-powered systems.,Benchmarking | Data pipelines | Error analysis | Generative artificial intelligence (Generative AI) | Hugging Face | Machine learning | Model evaluation | Natural language processing (NLP) | Observability | PyTorch | Quality improvement | Reliability engineering | Speech recognition | TensorFlow,https://torre.ai/jobs/cresta-senior-machine-learning-engineer-asr-voice-experience,No especificado,,,No especificado,"Machine Learning General, NLP / LLMs, TensorFlow / Keras, PyTorch, ETL / Pipelines de Datos",5,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0
Torre.ai,cientifico-de-datos,lr418D3W,Senior Machine Learning Engineer,Solidgate,Ukraine,A convenir / No especificado,Remoto,Reciente,You will build the future of global payments by architecting core ML systems from the ground up.,A/B testing | Machine learning | Python,https://torre.ai/jobs/solidgate-senior-machine-learning-engineer,No especificado,,,No especificado,"Python, Machine Learning General",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,VdLOPLBw,Head of Machine Learning,Solidgate,Ukraine,A convenir / No especificado,Remoto,Reciente,You will architect the future of global payments by building our foundational ML infrastructure.,A/B testing | MLOps | Machine learning | Software architecture,https://torre.ai/jobs/solidgate-head-of-machine-learning,No especificado,,,No especificado,"Machine Learning General, MLOps",2,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Torre.ai,cientifico-de-datos,Yd6pl4OW,"Senior Technical Program Manager, Machine Learning Infrastructure",Cohere,Canada,A convenir / No especificado,Remoto,Reciente,You will scale frontier AI infrastructure by leading complex cross-functional programs.,Efficiency | Machine learning infrastructure | Program management | Serving,https://torre.ai/jobs/cohere-senior-technical-program-manager-machine-learning-infrastructure,No especificado,,,No especificado,Machine Learning General,1,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,lr4p0ZLr,Machine Learning Intern/Co-Op (Winter 2027),Cohere,"Canada, United States",A convenir / No especificado,Remoto,Reciente,You will advance frontier AI capabilities by training and deploying large-scale foundation models.,Compute Unified Device Architecture (CUDA) | Machine learning | Multi-Level Intermediate Representation (MLIR) | Python | TensorFlow,https://torre.ai/jobs/cohere-machine-learning-internco-op-winter-2027,No especificado,,,No especificado,"Python, Machine Learning General, TensorFlow / Keras",3,CAD,Mercado Internacional (Remoto - USD),,,No especificado,2.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Torre.ai,cientifico-de-datos,2W1pN3nr,"Data Annotation Specialist, Data Science",Cohere,Canada,CAD 40 (hourly),Remoto,Reciente,You will advance enterprise AI capabilities by evaluating and refining complex model logic.,Code review | Data analysis | Data visualization | HTML | JSON | Markdown | Matplotlib | NumPy | Pandas | Python | SQL | SQLite | XML | YAML Ain't Markup Language (YAML),https://torre.ai/jobs/cohere-data-annotation-specialist-data-science,No especificado,,,No especificado,"Python, SQL",2,CAD,Mercado Internacional (Remoto - USD),18560000.0,18.56,No especificado,2.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
